City,Lat,Long,Min_Temp,Max_Temp,Min_Rain,Max_Rain,Min_Humid,Max_Humid,Temp_Trend,Climate
Sethberg,35,63,8,20,24,35,11,50,1,4
Wosmedtown,18,4,54,81,1,3,3,85,1,3
Spouberg,63,91,75,110,30,47,19,99,1,4
Spoaberg,10,8,73,91,8,31,38,50,1,0
Echihville,94,59,1,16,15,27,39,74,1,4
Haimtown,98,30,17,29,3,25,23,48,1,2
Phootown,22,83,27,36,25,43,34,67,1,4
Rochpolis,2,93,3,16,16,24,40,50,1,2
Taifec City,78,83,10,25,21,33,40,97,1,4
Kishpolis,78,2,70,97,1,9,46,59,0,2
Thoulberg,22,45,21,56,0,19,47,100,1,2
Chespberg,25,24,20,43,24,40,49,63,1,3
Phuchtown,38,58,27,43,1,6,15,69,0,4
Puthberg,0,61,9,30,11,34,40,94,0,2
Leepolis,1,7,75,95,22,31,22,36,1,3
Doifacville,68,13,22,36,29,51,26,75,1,2
Doachville,65,97,7,17,30,34,55,76,0,3
Soitibville,78,67,21,32,19,31,22,47,1,0
Asmu City,51,13,36,52,16,23,6,30,0,2
Quoopolis,100,58,46,66,27,45,52,81,1,0
Uphasberg,6,68,63,84,14,25,34,41,0,4
Ghou City,26,70,38,50,4,21,29,72,1,0
Shaqupolis,40,35,49,67,14,30,35,92,0,2
Weepolis,80,7,84,86,3,7,5,98,0,4
Shechville,55,97,42,64,16,35,31,76,1,4
Readictown,95,91,67,96,8,17,44,48,1,4
Fachahpolis,58,32,51,70,25,50,23,45,0,2
Fieshtown,27,4,36,41,21,45,7,21,0,4
Neewel City,27,95,16,26,7,24,54,88,1,3
Teasppolis,63,79,30,46,17,38,32,64,1,0
Foapolis,39,6,40,52,25,50,1,23,0,0
Sea City,67,89,31,39,16,36,18,42,1,2
Thiesville,17,88,17,26,11,20,54,72,0,4
Boaberg,78,28,63,66,10,14,31,70,0,3
Iquep City,5,47,2,35,17,37,47,89,0,1
Woagar City,95,49,57,63,17,32,49,78,0,1
Wou City,53,62,78,113,21,29,46,72,0,2
Shouville,91,8,83,103,6,29,34,81,1,0
Hoolpolis,67,88,82,117,7,11,34,78,0,2
Uchoy City,32,54,25,48,26,51,44,76,1,1
Doaville,67,22,26,35,3,14,10,22,0,2
Aspodtown,22,98,74,95,5,12,48,54,1,3
Foappolis,23,48,59,70,12,31,53,96,0,2
Othomberg,51,47,15,26,28,31,33,69,1,3
Bophuntown,71,63,38,65,2,5,43,98,1,2
Coishville,39,50,68,73,0,25,40,71,1,4
Thoutown,82,54,61,82,27,39,39,61,1,4
Peharville,60,0,52,60,7,23,23,81,1,3
Ushuberg,78,64,57,70,4,7,31,99,1,0
Cismibville,43,0,19,43,17,36,25,63,1,0
Phoactown,95,35,71,101,6,11,5,12,1,3
Thoapolis,65,48,82,101,4,21,21,24,0,0
Sietedpolis,6,83,23,47,16,39,8,70,1,4
Stais City,79,87,12,19,7,15,29,80,0,2
Oghibville,28,19,34,60,22,25,49,66,0,3
Phoap City,19,47,19,49,16,41,37,84,1,0
Teapolis,60,74,60,80,12,35,46,82,1,4
Soigapberg,17,48,18,42,17,22,44,84,1,1
Nomunpolis,30,50,64,69,11,34,44,85,1,3
Liepolis,68,88,53,55,29,50,1,8,0,0
Yiempolis,100,11,66,91,21,28,11,20,0,4
Staqupolis,4,25,40,70,27,31,46,83,1,1
Noadinberg,81,69,23,27,29,47,8,46,0,2
Ughis City,77,95,6,33,3,8,5,9,0,4
Aphulville,44,62,77,80,4,20,45,86,1,2
Lie City,59,20,75,90,0,13,25,49,0,4
Rohamville,48,28,0,25,30,47,22,68,0,4
Woogoctown,74,59,8,15,5,23,22,40,0,3
Ciebeftown,43,49,71,95,23,45,30,62,1,1
Smistberg,98,63,27,50,8,32,2,37,1,3
Nepabville,7,45,30,57,8,13,35,68,0,4
Ushipolis,82,7,63,84,1,12,5,79,1,1
Spean City,58,25,54,59,29,39,53,96,1,1
Demer City,47,82,23,52,21,28,50,62,1,4
Coukville,32,41,1,6,25,28,39,48,0,0
Jithuhville,91,67,57,85,10,15,0,41,0,3
Thoaberg,3,68,67,81,13,22,31,71,1,4
Houbaw City,9,28,13,44,4,13,36,98,1,4
Quospberg,89,92,60,80,7,32,46,57,0,0
Gheef City,8,95,79,111,28,35,39,91,0,0
Toobitberg,16,33,38,44,29,48,32,83,0,1
Calespolis,37,40,41,48,9,20,55,72,0,3
Gihafberg,16,3,75,108,13,26,41,93,0,3
Moartown,19,33,0,23,28,31,36,97,1,1
Spospville,80,20,3,29,24,30,15,95,1,1
Aspif City,97,93,8,36,1,12,53,74,1,4
Ghiecville,87,86,35,60,24,49,27,31,0,4
Koolofberg,73,72,59,80,0,10,27,35,0,4
Ughupolis,68,64,43,60,15,23,18,41,1,1
Eghuytown,51,37,20,52,24,41,23,79,1,4
Ceas City,75,15,39,50,0,9,53,70,0,3
Hoaspberg,13,96,54,81,26,43,21,72,1,3
Oghupville,42,73,25,31,21,31,18,27,1,0
Coitville,53,31,13,44,30,39,47,51,1,1
Mootown,5,27,18,40,18,26,25,63,1,1
Liquville,27,70,58,81,23,28,2,34,0,3
Moochtown,30,15,12,33,13,30,4,6,1,4
Koujberg,11,42,78,82,12,26,31,55,0,3
Keaphberg,65,11,39,49,1,4,34,90,1,3
Shoowpolis,51,4,39,63,30,35,43,90,1,3
Quethberg,96,45,62,86,11,28,44,66,0,1
Sopopberg,72,15,73,91,24,46,45,59,1,2
Hutetpolis,93,27,51,56,6,8,11,26,1,4
Kieberg,61,65,25,53,10,35,2,35,1,4
Roumtown,78,27,41,54,23,45,23,62,1,4
Speghberg,72,33,10,36,22,26,23,96,0,1
Oshoville,46,48,5,18,9,30,34,82,1,1
Boigofpolis,84,73,44,53,20,44,13,72,1,3
Toghpolis,37,95,31,57,29,39,39,78,0,4
Neaquville,68,49,20,37,6,21,55,71,1,1
Phasm City,7,32,64,70,9,30,2,70,1,3
Chouberg,91,73,18,44,3,5,21,39,1,0
Ghiemville,27,14,81,113,2,22,13,58,0,2
Oquutown,65,27,85,99,17,42,52,56,0,0
Bieyimberg,25,30,55,90,14,19,15,49,1,0
Ispepolis,93,3,74,98,20,33,38,56,0,4
Ophucville,37,1,43,76,1,21,7,39,1,1
Dooville,99,68,29,32,17,29,1,17,1,3
Eshelville,95,69,19,52,8,25,37,44,0,3
Aphotown,16,5,5,32,18,22,23,36,0,0
Quoajville,9,51,76,104,14,22,9,89,0,3
Istowpolis,13,76,80,99,30,54,32,83,0,0
Rarulpolis,31,12,66,91,16,25,13,96,1,2
Loapolis,87,89,32,61,11,25,52,79,0,4
Sish City,48,38,24,39,8,11,27,65,0,3
Jieville,57,37,47,50,6,10,4,40,0,1
Cuthtown,34,6,48,59,20,40,6,66,1,1
Ghieville,65,10,13,20,18,29,17,40,1,2
Maipberg,98,71,1,12,27,34,2,29,0,0
Fest City,43,22,24,54,28,32,44,55,1,2
Phoikville,82,12,63,92,14,25,12,64,0,2
Athu City,49,78,27,57,4,27,49,97,1,0
Hughiyville,78,42,5,12,8,11,23,93,1,0
Gheapolis,87,24,29,64,21,44,44,70,0,3
Boaberg,78,52,78,81,25,27,40,77,0,2
Icha City,53,44,84,115,23,47,4,97,1,2
Chashville,87,52,35,52,9,13,33,72,0,2
Saiytown,22,61,78,107,0,5,31,40,1,2
Ache City,90,37,54,72,25,34,0,31,0,1
Cigedville,71,4,85,92,2,26,32,95,0,4
Astu City,100,56,61,92,24,37,27,77,1,1
Quist City,99,94,29,42,14,34,30,57,1,4
Nachosville,37,0,39,41,1,12,3,10,0,1
Ceastpolis,51,10,3,14,19,35,37,89,1,4
Susttown,19,77,41,50,2,5,29,62,1,1
Peasppolis,7,19,20,35,29,44,22,99,1,4
Uquobville,55,90,49,74,9,12,0,8,1,1
Geaberg,83,10,81,85,0,6,22,49,0,1
Jeepolis,72,65,33,42,15,19,4,24,1,1
Shoaypolis,35,90,5,32,28,53,18,88,1,2
Aphisville,54,84,73,94,17,37,51,77,0,0
Faquumberg,71,45,69,99,26,35,47,88,1,4
Osmepolis,67,30,8,30,29,45,35,84,1,1
Stie City,49,8,48,83,20,30,45,93,1,0
Hoaquberg,88,26,3,9,22,29,24,68,1,3
Queaville,26,49,23,57,27,38,12,51,0,0
Ghuqu City,0,99,84,103,7,30,40,81,1,4
Moihowberg,22,40,83,87,5,25,40,62,1,2
Fughpolis,98,46,9,39,11,25,10,34,0,1
Aphowville,88,13,81,92,28,46,30,32,0,2
Ospewpolis,2,25,5,33,28,33,17,58,0,0
Poiphberg,47,25,71,81,29,45,22,27,1,2
Choomville,64,88,53,78,1,13,29,73,1,2
Choakpolis,32,32,51,80,26,49,18,49,0,4
Liegh City,73,6,37,50,27,30,24,29,1,1
Roupberg,38,79,56,79,1,16,33,90,0,4
Choapolis,70,50,3,13,19,32,29,82,0,0
Iquirville,88,64,25,59,26,32,38,74,0,3
Geatown,11,19,75,85,15,33,39,47,1,1
Quisptown,1,16,56,75,30,39,9,85,1,1
Fuphberg,14,80,4,29,25,28,37,77,1,4
Uquiwpolis,27,13,52,85,11,22,37,55,1,1
Ushikpolis,68,5,46,60,1,9,20,96,1,2
Fear City,59,50,38,58,13,23,44,87,1,4
Bakelville,74,33,84,90,4,21,5,74,1,4
Smoupolis,4,21,75,101,22,43,30,94,0,4
Rouville,12,3,1,31,6,18,34,86,1,3
Meapolis,100,73,40,61,17,38,40,79,1,3
Pheetown,27,14,46,48,2,12,46,88,0,3
Hochijpolis,24,78,60,72,15,38,36,38,1,3
Aghebpolis,69,0,65,88,26,48,38,53,0,2
Tooph City,48,72,4,16,14,31,11,44,0,0
Oquotville,97,85,76,89,29,54,20,33,1,2
Staiville,21,90,47,67,1,4,11,47,1,3
Sheepolis,91,93,10,39,20,25,39,55,1,3
Sikistown,4,59,66,98,7,29,18,44,1,0
Uquatown,73,20,48,78,22,40,3,52,1,1
Poah City,43,3,35,41,22,45,20,92,1,0
Roo City,44,1,50,62,2,13,3,52,0,0
Quuchberg,62,83,44,58,13,29,37,39,1,1
Asmucpolis,95,45,24,28,12,28,27,96,1,0
Wighubville,32,93,17,27,8,13,36,91,1,1
Aspoberg,5,20,80,110,30,53,24,27,1,1
Shispville,60,41,17,26,21,41,9,58,0,0
Taiquville,27,3,71,84,18,33,47,55,1,0
Choquville,81,67,32,46,4,7,52,59,1,1
Heenahberg,47,25,19,52,15,29,47,73,1,2
Thoaville,60,4,16,24,17,19,24,58,0,0
Wiqutown,55,22,79,96,2,23,32,68,1,2
Jusmayberg,39,94,11,15,25,35,25,57,0,1
Stuquberg,5,31,40,75,30,54,36,43,1,3
Thiestown,73,83,85,90,1,20,12,45,0,4
Gusmegville,29,75,79,89,19,40,41,75,1,0
Path City,99,87,63,93,22,39,14,62,0,2
Oghag City,35,37,16,36,24,38,20,46,1,4
Uphimpolis,18,15,83,107,26,48,4,34,1,4
Fistojtown,98,18,13,46,12,22,0,100,1,2
Queabville,69,19,36,49,5,16,45,81,0,0
Phoojtown,70,9,22,57,17,33,25,40,1,4
Moiphtown,41,87,51,86,16,24,25,85,1,1
Echiville,88,17,58,61,30,50,15,62,1,3
Ghaipolis,47,95,79,100,16,18,36,80,1,2
Smoibville,8,57,7,37,23,34,5,12,0,0
Geec City,10,16,82,111,13,19,1,89,1,2
Yoittown,78,61,13,26,2,13,38,61,0,0
Smeepolis,99,77,77,111,8,27,46,78,1,4
Echatown,28,67,61,83,14,22,42,86,0,0
Joolahtown,87,76,10,18,4,15,13,54,0,2
Cousec City,1,61,61,78,17,25,21,52,1,1
Spootown,5,42,37,51,24,29,13,37,1,0
Jiequberg,100,7,13,41,20,38,47,79,1,3
Yeakville,8,73,43,69,19,39,7,80,1,3
Pinofpolis,80,2,56,65,0,22,12,27,0,2
Baithberg,75,20,50,72,8,10,1,97,1,4
Jemasberg,7,42,52,82,28,30,28,92,0,1
Astupolis,66,27,20,54,21,25,23,64,1,2
Spoamberg,6,5,44,46,2,13,36,80,0,3
Pheatown,100,32,73,108,3,7,50,75,1,0
Phoiville,89,64,41,71,28,44,14,34,0,0
Smoaberg,5,8,15,28,25,27,44,48,0,3
Wesof City,77,6,15,50,6,16,15,27,0,0
Riepolis,46,78,28,39,6,18,36,62,0,4
Iphidville,5,8,79,107,22,41,3,27,1,3
Ciestberg,93,82,78,102,7,19,16,25,1,3
Uphuptown,3,36,39,52,13,35,46,62,1,0
Pounumpolis,32,54,82,89,25,41,23,43,1,3
Fasmpolis,83,79,60,75,29,48,43,60,0,4
Spoal City,22,74,6,20,3,25,52,69,0,0
Hooville,45,38,29,36,21,27,38,71,1,4
Rughicville,16,23,6,27,10,12,19,39,1,3
Kethapberg,92,26,13,27,8,18,54,84,1,1
Stuphtown,47,60,2,16,12,14,28,60,1,2
Smoiberg,98,61,59,66,9,29,38,71,0,4
Ciemtown,34,64,63,86,7,27,47,96,1,0
Bai City,62,78,2,31,0,24,7,31,0,3
Castagpolis,59,41,63,89,24,26,11,54,1,1
Quootown,38,26,7,23,12,29,18,60,1,1
Poiphpolis,42,39,11,33,28,49,33,74,1,4
Othuytown,68,85,53,59,22,39,47,54,0,4
Jesmulpolis,84,3,46,57,23,28,46,97,0,1
Uphoberg,0,83,2,15,10,17,48,66,1,0
Foigh City,22,100,20,33,5,16,16,47,0,3
Ushutown,94,94,78,107,25,29,8,46,0,1
Boodtown,57,56,36,42,9,22,37,98,1,0
Spequpolis,9,34,42,77,27,37,52,90,1,2
Foarberg,11,55,38,41,27,50,8,86,0,4
Naitarville,18,53,84,117,20,40,12,91,1,0
Thouypolis,23,63,66,84,29,50,41,51,0,1
Houberg,1,7,35,52,0,9,17,39,0,4
Shethtown,81,80,69,76,5,18,49,66,0,4
Yealberg,52,81,2,6,11,22,25,86,1,1
Usteberg,3,74,14,16,29,51,53,87,0,1
Hubup City,8,74,22,39,30,50,51,77,1,3
Roampolis,22,22,17,19,0,23,24,52,0,4
Deakberg,100,81,34,58,12,25,28,33,0,1
Cugag City,89,27,79,95,28,34,9,37,1,1
Jaijpolis,93,21,40,44,11,27,27,97,1,1
Asmapolis,30,49,78,84,8,18,2,66,1,3
Haichpolis,44,34,73,106,15,21,55,70,1,2
Yoispolis,20,87,20,54,28,50,0,72,1,0
Ichukville,26,50,60,68,27,29,53,65,0,1
Requatville,33,53,85,110,16,39,51,71,0,3
Laisptown,71,47,50,52,22,42,32,82,1,2
Spieville,22,68,58,88,1,12,16,81,1,3
Wouthville,40,4,66,101,13,24,28,95,0,4
Naithville,77,71,35,39,5,16,36,57,0,4
Beafispolis,71,82,21,24,9,22,8,22,0,3
Ciejberg,23,72,2,24,5,18,38,75,1,0
Jeepolis,8,94,14,20,13,18,50,62,1,0
Stoi City,55,59,46,80,1,5,15,96,0,2
Boaville,7,22,48,55,26,38,6,54,0,4
Looville,81,42,4,21,18,23,4,52,1,2
Wilikville,58,35,35,66,16,23,22,76,0,4
Fooshville,98,3,64,89,19,40,12,18,1,1
Usheville,37,94,84,113,11,17,45,47,1,1
Yoa City,92,45,27,39,7,22,43,49,0,1
Yithirpolis,50,23,20,26,21,26,55,73,0,3
Smeay City,68,54,47,56,15,30,42,46,1,0
Haiwpolis,92,10,24,56,15,17,16,33,1,4
Raghtown,57,45,76,94,26,34,46,71,1,0
Beesm City,1,19,75,78,1,9,50,63,1,0
Deaville,35,19,49,83,18,20,46,89,0,2
Reawpolis,77,6,6,25,8,22,38,48,0,0
Foisppolis,24,92,61,68,14,28,16,63,1,2
Smephpolis,2,88,60,81,0,25,45,50,1,3
Koahowtown,81,36,76,95,15,27,20,33,1,3
Chiep City,6,25,14,22,19,35,44,87,1,4
Ghooville,85,57,6,19,22,32,51,92,0,1
Leajibpolis,75,20,48,50,29,34,43,100,1,1
Poaberg,69,52,67,93,25,32,19,85,0,4
Yoagipberg,51,6,52,62,30,48,40,79,1,2
Shounberg,12,1,23,25,3,24,19,95,1,4
Seareg City,72,4,2,31,17,33,46,76,0,2
Shoshpolis,55,32,30,49,28,33,52,65,1,0
Athebtown,39,60,76,100,21,43,14,41,1,4
Loaberg,84,33,60,63,5,13,32,99,1,1
Asmepolis,96,68,39,51,23,44,15,23,0,0
Sai City,21,53,23,58,30,50,19,62,0,4
Uthoberg,81,23,38,47,5,28,10,45,0,2
Goishtown,42,81,56,91,28,53,0,17,0,1
Miey City,42,100,82,109,0,15,49,67,1,3
Doafogtown,15,76,60,89,19,36,5,88,0,0
Quaigpolis,17,26,7,36,5,30,48,90,0,2
Spiphtown,24,6,21,47,2,16,49,95,0,2
Fasmpolis,97,28,32,63,22,35,46,51,0,3
Istoberg,23,78,67,89,27,30,12,100,0,2
Leejtown,77,75,15,34,25,40,35,67,1,3
Coaquville,1,86,61,77,9,31,40,46,0,1
Leaville,50,41,73,88,25,34,31,91,0,0
Teaberg,94,37,30,34,13,17,12,57,1,2
Iquacberg,79,73,69,86,22,37,55,79,0,0
Shooberg,20,25,59,94,10,22,49,53,1,0
Woiptown,84,63,41,63,5,10,38,56,0,3
Iphartown,91,79,2,20,2,23,6,37,1,0
Ustejville,54,12,10,28,12,34,6,68,0,0
Osmajville,88,81,17,34,18,43,28,71,1,1
Shaiwberg,8,13,50,63,20,42,49,74,1,4
Beahville,21,87,59,83,23,43,4,12,0,3
Ushappolis,38,1,33,52,30,38,24,88,1,4
Rerapberg,7,61,70,83,0,9,44,79,1,2
Cest City,100,72,64,70,14,21,39,51,0,3
Hududville,36,51,60,62,30,52,37,44,1,3
Cooville,33,25,6,40,2,24,15,66,1,3
Uspatown,92,16,9,20,16,39,39,43,1,3
Koiwalberg,11,42,59,78,13,17,21,28,1,1
Yechitville,62,67,63,71,12,17,38,77,0,1
Sieptown,63,39,51,79,11,23,5,85,1,2
Toaghtown,58,29,53,73,1,25,27,50,1,2
Thoitown,100,41,77,95,8,25,6,94,1,2
Stainberg,53,81,50,74,23,28,29,84,0,1
Coimitberg,11,2,10,18,20,41,23,70,0,2
Weestberg,56,73,49,72,4,28,17,25,0,0
Choubtown,64,76,30,50,13,28,36,46,1,3
Jiewberg,43,64,26,54,29,49,50,62,0,4
Moopolis,98,15,44,63,17,20,32,83,1,0
Roufadpolis,85,60,56,68,3,9,34,61,1,0
Yequpolis,32,54,36,58,21,29,40,54,1,0
Fainusville,46,67,32,36,10,26,55,85,0,3
Reamville,8,39,39,55,29,34,15,91,0,4
Chee City,35,76,71,76,5,17,38,44,0,4
Woul City,33,32,6,24,3,6,23,100,0,1
Opheville,30,56,12,32,2,11,18,87,1,2
Gouwiwville,66,99,10,40,9,17,2,82,0,0
Soa City,73,31,77,96,25,31,28,50,1,3
Maijanpolis,42,89,11,43,12,32,37,93,0,3
Smeeberg,86,48,46,56,23,34,5,93,0,3
Chash City,49,31,29,64,22,39,12,15,0,3
Stiph City,67,9,61,88,11,15,13,76,1,3
Coal City,9,13,44,53,29,45,42,58,0,4
Asmattown,8,52,47,69,29,40,19,53,0,3
Ceasmtown,63,40,84,106,15,24,11,20,1,0
Steatown,82,70,54,69,1,17,51,70,1,4
Smethtown,5,40,14,38,30,51,54,81,1,3
Bephitville,87,17,46,74,24,26,16,29,1,2
Soushpolis,84,9,74,102,12,14,33,51,0,3
Jicayberg,42,73,70,103,30,49,21,82,1,4
Woimtown,76,81,23,57,17,42,21,37,1,1
Athatown,17,5,23,57,14,26,28,39,0,0
Pastuyville,42,73,23,35,27,37,13,68,0,1
Aquepolis,77,70,85,114,30,43,26,100,1,1
Poaville,61,78,75,99,16,23,6,42,0,1
Sposmtown,66,78,3,8,7,29,32,60,0,0
Chusptown,2,2,53,68,25,49,6,59,0,4
Smosmtown,82,15,32,39,7,32,30,99,0,2
Pheepville,95,25,73,76,2,12,46,89,1,0
Yoafowberg,78,58,67,69,16,39,27,72,1,2
Doph City,7,15,82,108,25,48,38,97,0,0
Gheepolis,52,39,28,55,22,42,46,75,0,1
Yaismberg,17,48,61,79,15,39,29,58,1,4
Hiqutown,4,99,78,87,16,41,34,52,1,0
Pighospolis,52,2,74,109,20,34,40,61,0,2
Tieshville,97,75,14,22,23,35,28,79,0,4
Staibtown,63,9,10,13,3,24,47,95,0,0
Tieville,45,2,72,77,8,25,24,65,1,1
Ghushberg,13,37,34,63,9,15,20,62,0,2
Riequpolis,81,67,39,58,16,37,33,39,1,2
Chaphville,77,84,70,83,13,23,22,70,0,4
Baipolis,77,17,68,76,21,28,43,66,1,4
Uspodtown,16,27,15,39,8,18,36,67,1,1
Shaifpolis,44,26,80,100,27,51,25,27,1,4
Gaiseptown,57,7,27,29,14,23,33,37,1,1
Goashville,18,57,32,41,28,42,16,52,1,3
Esmu City,75,30,65,81,7,18,1,3,0,1
Leaberg,34,61,50,73,13,29,46,81,0,2
Paistpolis,56,50,13,44,11,21,3,82,1,4
Nee City,95,95,0,32,10,22,39,62,1,2
Gosmeb City,43,39,0,2,16,41,31,35,0,4
Woaphpolis,51,33,40,48,22,45,47,98,0,3
Riemogpolis,30,36,35,54,9,26,14,76,0,2
Rufafpolis,4,83,73,102,24,32,44,59,1,1
Thaic City,19,8,1,35,27,29,42,71,0,1
Gusp City,2,91,21,26,0,24,17,80,0,3
Astitown,62,68,74,89,29,44,36,74,1,1
Quaisberg,41,30,44,54,29,43,24,48,1,4
Foastpolis,63,72,30,56,27,45,30,91,1,3
Jaichberg,42,15,18,53,30,40,14,100,1,1
Pighiytown,95,64,32,60,7,11,47,86,0,2
Geapiwville,19,46,72,97,4,21,53,93,1,3
Leeberg,65,54,37,41,1,20,5,8,1,3
Thoiberg,31,49,77,112,19,32,4,82,1,3
Echoktown,15,50,16,20,22,40,53,94,0,4
Shourtown,37,26,13,47,1,12,45,100,0,0
Ismiy City,9,47,28,37,11,28,21,64,0,0
Riphinberg,98,10,48,54,25,28,35,73,1,1
Koipuc City,63,83,83,112,21,46,32,87,1,1
Meeshpolis,82,98,56,88,2,24,13,52,1,1
Sheetown,94,96,56,68,26,51,33,59,1,2
Reaville,6,54,30,39,2,18,27,91,1,4
Choatown,45,26,83,91,2,10,23,44,1,2
Jistulberg,34,100,80,102,2,23,11,89,0,1
Ceasppolis,15,87,4,17,5,26,50,57,1,3
Ghaqutown,54,93,39,64,29,51,26,77,0,1
Hoithberg,95,53,82,101,25,33,28,71,1,3
Stughville,97,35,12,22,21,30,24,62,0,1
Kestpolis,38,54,34,47,15,24,47,52,0,1
Estogtown,54,49,59,67,21,45,9,37,1,3
Ithepolis,61,97,24,31,14,39,39,41,0,2
Kedoftown,61,80,35,40,13,17,45,61,1,4
Fusttown,31,72,65,71,28,35,28,46,0,0
Bughpolis,28,16,11,20,5,7,0,54,1,1
Joaytown,31,71,45,63,4,26,20,56,0,4
Garorpolis,15,27,39,67,25,30,35,75,0,4
Uqueberg,83,7,11,22,14,27,39,76,0,0
Seadif City,75,1,85,119,6,14,47,50,1,1
Eshiberg,92,35,0,31,20,30,45,86,0,2
Noihonville,5,93,19,23,0,2,40,77,1,3
Eghipolis,10,61,30,45,22,43,32,59,0,2
Quoqu City,95,36,48,50,6,26,25,55,0,0
Thaitown,49,81,53,78,29,42,41,68,0,3
Woaghberg,59,67,70,84,20,37,14,37,1,3
Yooberg,84,77,3,31,22,41,7,52,1,2
Kouphpolis,96,49,69,92,12,26,43,51,1,2
Bool City,92,26,63,67,9,27,22,46,1,3
Koit City,76,32,54,87,29,43,24,33,1,3
Joattown,16,50,75,89,11,28,37,42,0,3
Mestuytown,56,100,12,26,26,50,38,44,1,4
Coobpolis,81,44,70,90,12,33,37,83,1,2
Pecekberg,93,55,43,67,15,36,37,95,0,0
Eshipolis,14,93,79,111,24,37,1,39,0,4
Oghomville,91,11,10,23,22,43,18,55,1,3
Lechikville,95,31,62,75,14,16,19,81,1,0
Doowberg,41,90,25,28,27,39,14,94,1,3
Thie City,30,38,79,94,17,35,53,61,1,2
Faph City,79,16,16,49,9,20,26,36,1,0
Phoitpolis,31,46,8,40,11,34,31,70,1,2
Ushuberg,57,89,2,23,1,17,9,66,0,3
Riejetville,61,52,24,46,15,39,50,72,0,1
Yeshiptown,76,30,11,37,19,40,46,65,0,1
Wai City,4,72,28,63,0,15,18,69,0,4
Theetown,96,46,16,40,18,21,47,59,0,2
Kephtown,49,91,56,69,12,35,16,40,0,1
Roasmtown,10,40,1,27,9,20,54,71,1,3
Biyicberg,53,51,83,101,1,24,47,63,0,3
Caigberg,79,81,33,62,2,16,22,56,0,0
Roikville,35,11,76,84,30,44,31,40,1,1
Kouville,61,58,7,11,19,38,15,82,1,3
Nelah City,47,10,42,50,20,35,40,43,1,1
Theahpolis,80,93,0,25,16,34,35,90,0,1
Shieypolis,84,49,11,44,11,30,55,97,1,1
Ipho City,36,37,26,57,1,10,46,71,1,1
Dough City,83,83,73,88,30,43,30,33,1,4
Gispuwberg,54,98,61,90,21,40,31,91,0,3
Wismagpolis,54,81,47,73,25,36,45,93,1,1
Smesmpolis,74,10,59,82,26,40,48,65,0,1
Stoukpolis,50,95,14,33,11,13,3,30,0,2
Seektown,2,57,42,66,20,43,42,55,1,2
Spourtown,95,3,76,102,16,37,9,99,0,3
Uthon City,31,16,20,43,30,37,18,57,1,1
Uspudtown,96,62,14,49,15,33,53,75,0,3
Osheberg,35,14,19,36,28,48,27,59,0,4
Phoatown,47,32,19,35,21,45,10,99,1,0
Ostetown,17,55,45,63,23,34,55,70,1,0
Souqupolis,42,56,58,61,10,28,5,82,1,0
Sposh City,16,82,3,6,27,50,5,68,0,3
Tiequpolis,71,9,54,71,15,23,27,91,0,0
Weathpolis,64,66,22,52,7,28,17,94,1,0
Estiytown,20,94,5,32,21,29,10,60,1,0
Ushaberg,28,68,44,69,17,35,11,91,1,3
Wairpolis,42,84,37,70,14,20,39,60,1,4
Yispberg,53,12,44,51,3,23,7,53,1,3
Ustukberg,83,27,19,50,28,41,24,61,1,0
Kestekpolis,20,0,43,48,26,40,20,30,1,0
Uphotown,46,61,27,57,29,45,5,74,1,1
Wequattown,41,23,64,81,12,29,12,29,0,0
Feaville,59,11,42,66,26,50,29,87,0,2
Woghberg,23,99,51,67,4,7,45,73,1,3
Shoom City,100,97,19,24,10,24,26,98,1,4
Shasmville,39,43,74,79,6,19,0,59,0,4
Daipolis,85,65,0,17,28,48,50,60,0,3
Spephpolis,15,42,82,85,0,4,1,94,0,2
Googh City,46,96,57,71,8,24,49,90,1,2
Othodville,1,89,48,66,18,20,19,56,1,4
Boigtown,69,38,72,102,28,48,38,46,1,2
Smeeh City,100,73,44,59,19,41,7,72,1,3
Thou City,24,64,55,57,28,44,42,49,0,2
Goufville,97,92,13,26,7,14,42,86,0,2
Nietown,97,70,28,31,14,27,0,42,0,1
Iphaltown,48,73,73,92,21,28,11,30,0,3
Gucew City,30,48,44,52,15,17,33,48,0,3
Theebtown,26,93,60,93,7,21,0,18,0,3
Ghiphtown,66,55,58,75,7,21,1,41,0,4
Posttown,14,74,31,39,17,33,34,47,1,3
Chiepolis,59,94,85,107,16,21,47,70,0,2
Yoimiptown,35,43,18,26,26,35,46,48,1,2
Joguspolis,61,18,60,73,23,29,53,91,1,1
Stoiberg,68,65,31,34,29,39,1,96,0,3
Fishes City,94,45,11,37,5,17,5,30,1,0
Hunokpolis,67,44,82,112,1,8,37,96,1,3
Boipolis,84,93,60,67,24,29,29,51,0,3
Fiesmville,6,64,60,93,16,19,30,61,1,1
Coutaf City,13,90,14,43,28,50,9,40,0,4
Saitown,47,19,59,62,17,29,26,31,0,2
Ospeville,78,58,59,80,18,34,39,49,0,2
Phastpolis,66,38,60,63,13,24,43,65,0,1
Shoahville,5,44,8,10,20,23,51,100,1,1
Shoa City,69,52,68,85,1,7,50,65,1,1
Ichepberg,96,1,27,53,10,25,48,66,0,1
Weshtown,5,41,9,31,27,37,0,83,1,0
